;info;enunciado;options;ano;banca;orgao;prova
0;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MS Prova: CESPE - 2010 - MS - Assistente Social;A Política Nacional do Idoso orienta o conjunto das políticas sociais dirigidas aos idosos e apresenta abordagem interdisciplinar, com uma visão gerontológica do processo do envelhecimento.;"Alternativas
Certo
Errado";2010;CESPE;MS ; CESPE - 2010 - MS - Assistente Social
1;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MS Prova: CESPE - 2010 - MS - Assistente Social;As diretrizes definidas pela Política Nacional de Saúde da Pessoa Idosa propõem o desenvolvimento de um conjunto de ações, que requerem o compartilhamento de responsabilidades com outros setores, entre eles o SUAS, que tem a função de criar mecanismos de monitoramento de risco social individual, de fácil aplicabilidade e utilização por profissionais da atenção básica do SUS e do SUAS.;"Alternativas
Certo
Errado";2010;CESPE;MS ; CESPE - 2010 - MS - Assistente Social
2;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;É assegurado ao idoso o direito de dispor de seus bens, proventos, pensões e benefícios, salvo seja comprovada judicialmente sua incapacidade ou o idoso ultrapasse 85 anos de idade.;"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
3;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: IPAJM Prova: CESPE - 2010 - IPAJM - Assistente Social;"Estudos demográficos diversos afirmam que, no ano de 2020, nosso país ocupará o sexto lugar no mundo em população idosa. A preocupação com as gerações mais velhas vem gerando um conjunto de políticas sociais destinadas aos idosos e à criação de uma legislação que os proteja. Assinale a opção correta a respeito da política nacional do idoso e do estatuto do idoso.
";"Alternativas
A
O estatuto do idoso destina-se a regular os direitos assegurados às pessoas com idade igual ou superior a 65 anos.
B
A política nacional do idoso tem por objetivo assegurar os direitos sociais do idoso, criando condições para promover sua autonomia, integração e participação na sociedade.
C
O envelhecimento diz respeito ao processo individual de cada pessoa, o que impede o conhecimento e o estudo de sua dinâmica.
D
Com a criação do estatuto do idoso, o benefício de prestação continuada (BPC) do idoso passa a ser concedido à pessoa com idade a partir de 67 anos.
E
As entidades de atendimento ao idoso passam a substituir os vínculos familiares quando o idoso está em situação de abrigamento de longa permanência.";2010;CESPE;IPAJM ; CESPE - 2010 - IPAJM - Assistente Social
4;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: IPAJM Prova: CESPE - 2010 - IPAJM - Assistente Social;"Considerando que a Lei n.º 8.742/1993 (Lei Orgânica da Assistência Social) regulamenta os artigos 203 e 204 da Constituição Federal, assinale a opção correta acerca da assistência social no Brasil.
";"Alternativas
A
A assistência social é um direito do cidadão e dever do Estado e se caracteriza por ser uma política contributiva, com acesso para os que podem pagar.
B
O conselho municipal de assistência social é responsável pela aprovação da política nacional de assistência social.
C
Entre os objetivos da assistência social está a proteção à família, à maternidade, à infância, à adolescência e à velhice.
D
O financiamento da assistência social é feito com recursos da seguridade social, pois não dispõe de um fundo próprio.
E
A assistência social é uma política pública exclusiva para portadores de deficiência e idosos.";2010;CESPE;IPAJM ; CESPE - 2010 - IPAJM - Assistente Social
5;Ano: 2011 Banca: FCC Órgão: TRT - 23ª REGIÃO (MT) Prova: FCC - 2011 - TRT - 23ª REGIÃO (MT) - Analista Judiciário - Serviço Social;"Segundo a Política Nacional do Idoso, as entidades de atendimento que mantêm programas de institucionalização de longa permanência adotarão, entre outros princípios,

";"Alternativas
A
atendimento coletivo e em grandes grupos.
B
julgamento individual de cada caso.
C
participação do idoso nas atividades comunitárias internas e externas.
D
priorização no quadro de pessoal de profissionais voluntários.
E
manutenção do idoso, portador de deficiência em ambiente restrito.";2011;FCC;TRT - 23ª REGIÃO (MT) ; FCC - 2011 - TRT - 23ª REGIÃO (MT) - Analista Judiciário - Serviço Social
6;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

Ao idoso é garantida por lei a faculdade de buscar refúgio, auxílio e orientação.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
7;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

Na implementação da PNI, compete aos órgãos e às entidades públicas desenvolver formas de cooperação, por meio de parcerias público-privadas, entre secretarias de saúde municipais e centros de referência em geriatria e gerontologia, para o treinamento de equipes de saúde multiprofissionais, desde que esses centros constituam organizações não governamentais.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
8;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

É obrigação do Estado garantir à pessoa idosa a proteção à vida e à saúde, mediante efetivação de políticas sociais públicas que possibilitem o envelhecimento saudável e em condições de dignidade.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
9;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

Ao idoso que esteja no domínio de suas faculdades mentais é assegurado o direito de optar pelo tratamento de saúde que lhe for reputado mais favorável.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
10;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

A cobrança, pelas administradoras de plano de saúde, de valores diferenciados dos idosos, em razão da idade, configura espécie de discriminação, vedada por lei.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
11;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

É assegurada a atenção integral à saúde do idoso, por intermédio do Sistema Único de Saúde (SUS), garantindo-se a ele o acesso universal e igualitário, em conjunto articulado e contínuo das ações e serviços, para a prevenção, promoção, proteção e recuperação da saúde, mediante a atenção especial às doenças que afetam preferencialmente os idosos.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
12;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: ABIN Prova: CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social;"Considerando a Política Nacional do Idoso (PNI) e o que dispõe o Estatuto do Idoso, julgue os itens seguintes.

Os ministérios das áreas de saúde, educação, trabalho, previdência social, cultura, esporte e lazer devem elaborar proposta orçamentária, no âmbito de suas competências, visando ao financiamento de programas nacionais compatíveis com a PNI.";"Alternativas
Certo
Errado";2010;CESPE;ABIN ; CESPE - 2010 - ABIN - Oficial Técnico de Inteligência – Área de Serviço Social
13;Ano: 2010 Banca: CONSULPLAN Órgão: Prefeitura de Mossoró - RN Prova: CONSULPLAN - 2010 - Prefeitura de Mossoró - RN - Guarda Municipal;"Sobre a assistência social assegurada aos idosos, é correto afirmar que:
";"Alternativas
A
A assistência social aos idosos será prestada, de forma articulada, conforme os princípios e diretrizes previstos na Lei Orgânica da Assistência Social, na Política Nacional do Idoso, no Sistema Único de Saúde e demais normas pertinentes.
B
Todas as entidades de longa permanência, ou casa-lar, são obrigadas a firmar contrato de prestação de serviços com a pessoa idosa abrigada, exceto aquelas administradas pelas prefeituras.
C
No caso de entidades filantrópicas, ou casa-lar, é proibida a cobrança de participação do idoso no custeio da entidade.
D
O acolhimento de idosos em situação de risco social, por adulto ou núcleo familiar, não caracteriza a dependência econômica, para os efeitos legais.
E
O Benefício de Prestação Continuada (BPC) é concedido somente a idosos maiores de 80 anos que não possuem renda para assegurar sua subsistência e nem podem tê-la provida por sua família.";2010;CONSULPLAN;Prefeitura de Mossoró - RN ; CONSULPLAN - 2010 - Prefeitura de Mossoró - RN - Guarda Municipal
14;Ano: 2012 Banca: FCC Órgão: MPE-AP Prova: FCC - 2012 - MPE-AP - Analista Ministerial - Serviço Social;"A Política Nacional do Idoso instituída trouxe um arcabouço legal para

";"Alternativas
A
estabelecer que a porta de entrada do atendimento ao idoso, em geral, é a política pública de assistência social por sua situação de vulnerabilidade em decorrência do ciclo de vida.

B
responsabilizar unicamente a União pelo financiamento dos programas destinados aos idosos, considerando que tais programas são de alta complexidade e estão sob a responsabilidade, execução e supervisão das outras esferas de governo.

C
assegurar os direitos sociais do idoso criando condições para promover sua autonomia, integração e participação efetiva na sociedade.

D
estimular a criação de alternativas de atendimento ao idoso que necessite ser afastado da convivência, nas entidades não governamentais de longa permanência, em detrimento do serviço de acolhimento institucional público.

E
definir que a saúde e a previdência social são as políticas públicas prioritárias que devem prestar atendimento a esse segmento populacional.
";2012;FCC;MPE-AP ; FCC - 2012 - MPE-AP - Analista Ministerial - Serviço Social
15;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"No âmbito da Política Nacional do Idoso, a participação social se dá por meio da viabilização de formas alternativas de participação, ocupação e convívio do idoso, bem como da sua participação nas organizações representativas da categoria.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social
16;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"A Política Nacional do Idoso define, entre as competências de órgãos e entidades públicas na área da saúde, a realização de estudos para detectar o caráter epidemiológico de determinadas doenças do idoso.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social
