;info;enunciado;options;ano;banca;orgao;prova
0;Ano: 2023 Banca: FURB Órgão: Prefeitura de Tijucas - SC Prova: FURB - 2023 - Prefeitura de Tijucas - SC - Cuidador Social;Na Política Nacional de Assistência Social, a unidade de atendimento que é a porta de entrada, localizada prioritariamente em áreas de maior vulnerabilidade social, oferta serviços de Assistência Social, com o objetivo de fortalecer a convivência com a família e com a comunidade, denomina-se: ;"Alternativas
A
Casa Lar.
B
Centro-Dia de Referência para Pessoa com Deficiência e suas Famílias.
C
CREAS - Centro de Referência Especializado de Assistência Social.
D
CRAS - Centro de Referência de Assistência Social.
E
Casa de Passagem.";2023;FURB;Prefeitura de Tijucas - SC ; FURB - 2023 - Prefeitura de Tijucas - SC - Cuidador Social
1;Ano: 2023 Banca: FAUEL Órgão: Prefeitura de Piên - PR Prova: FAUEL - 2023 - Prefeitura de Piên - PR - Educador Social;Os serviços da política de assistência social são organizados em diferentes níveis de complexidade, sendo eles:;"Alternativas
A
 serviço de urgência e emergência. 
B
serviço de atendimento, acompanhamento e monitoramento social.  
C
proteção social de baixo risco de vulnerabilidade social, intermediário e alto risco.  
D
proteção social básica, proteção social de média complexidade e de alta complexidade.  
E
proteção social à criança e ao adolescente, a pessoa com deficiência e a pessoa idosa. ";2023;FAUEL;Prefeitura de Piên - PR ; FAUEL - 2023 - Prefeitura de Piên - PR - Educador Social
2;Ano: 2023 Banca: FAUEL Órgão: Prefeitura de Piên - PR Prova: FAUEL - 2023 - Prefeitura de Piên - PR - Educador Social;Assinale a alternativa que corresponde a um dos objetivos do serviço de proteção integral à família.;"Alternativas
A
Promover o acolhimento familiar de crianças e adolescentes afastadas temporariamente de sua família de origem.  
B
Prevenir a ruptura dos vínculos familiares e comunitários, possibilitando a superação de situações de fragilidade social vivenciadas. 
C
Contribuir para restaurar e preservar a integridade e a autonomia da população em situação de rua.  
D
Prevenir a reincidência de violações de direitos.
E
Realizar acompanhamento social a adolescentes durante o cumprimento de medida socioeducativa de liberdade assistida e de prestação de serviços à comunidade e sua inserção em outros serviços e programas socioassistenciais e de políticas públicas setoriais.  ";2023;FAUEL;Prefeitura de Piên - PR ; FAUEL - 2023 - Prefeitura de Piên - PR - Educador Social
3;Ano: 2023 Banca: IGEDUC Órgão: Prefeitura de Tupanatinga - PE Prova: IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social;"Julgue o item subsequente. 




O Centro de Referência de Assistência Social (CRAS) é uma unidade de proteção social básica do Sistema Único de Assistência Social (SUAS), que tem por objetivo prevenir a ocorrência de situações de vulnerabilidades e riscos sociais nos territórios, por meio do desenvolvimento de potencialidades e aquisições, do fortalecimento de vínculos familiares e comunitários, e da ampliação do acesso aos direitos de cidadania. 
";"Alternativas
Certo
Errado";2023;IGEDUC;Prefeitura de Tupanatinga - PE ; IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social
4;Ano: 2023 Banca: IGEDUC Órgão: Prefeitura de Tupanatinga - PE Prova: IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social;"Julgue o item subsequente. 




Os registros decorrentes do acompanhamento prioritário às famílias em descumprimento de condicionalidades devem ser lançados no Sistema de Gestão e Condicionalidades do Programa Bolsa Família (SICON), ferramenta eletrônica disponibilizada pelo Ministério do Desenvolvimento Social. 
";"Alternativas
Certo
Errado";2023;IGEDUC;Prefeitura de Tupanatinga - PE ; IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social
5;Ano: 2023 Banca: IGEDUC Órgão: Prefeitura de Tupanatinga - PE Prova: IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social;"Julgue o item subsequente. 




O Centro de Referência de Assistência Social é uma unidade pública de apoio às pessoas que sofreram maus tratos ou algum tipo de violência. No CRAS, a vítima de violência pode receber atendimento médico especializado de logo prazo, além de tratar enfermidades resultantes de acidentes domésticos. 
";"Alternativas
Certo
Errado";2023;IGEDUC;Prefeitura de Tupanatinga - PE ; IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social
6;Ano: 2023 Banca: IGEDUC Órgão: Prefeitura de Tupanatinga - PE Prova: IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social;"Julgue o item subsequente. 




O cofinanciamento dos serviços socioassistenciais ocorre por meio do Bloco de Financiamento da Proteção Social Básica e do Bloco de Financiamento da Proteção Social Especial. Os referidos blocos de financiamento são compostos pelo conjunto de pisos relativos a cada proteção, de acordo com a Tipificação Nacional dos Serviços Socioassistenciais. 
";"Alternativas
Certo
Errado";2023;IGEDUC;Prefeitura de Tupanatinga - PE ; IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social
7;Ano: 2023 Banca: IGEDUC Órgão: Prefeitura de Tupanatinga - PE Prova: IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social;"Julgue o item subsequente. 




Os registros necessários à alimentação do Censo CRAS são provenientes tanto da sistematização de informações sobre atendimento, acompanhamento e encaminhamento de famílias e indivíduos, quanto dos registros das informações destinadas a monitorar serviços e ações. 
";"Alternativas
Certo
Errado";2023;IGEDUC;Prefeitura de Tupanatinga - PE ; IGEDUC - 2023 - Prefeitura de Tupanatinga - PE - Assistente Social
8;Ano: 2023 Banca: CONSULPAM Órgão: Prefeitura de Jacareí - SP Prova: CONSULPAM - 2023 - Prefeitura de Jacareí - SP - Assistente Social;"Consoante ao Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos, estabelecido na Tipificação Nacional de Serviços Socioassistenciais, assinale a alternativa CORRETA quanto aos usuários deste serviço. 
";"Alternativas
A

Famílias e indivíduos que vivenciam violações de direitos.


B

Jovens, adultos, idosos e famílias que utilizam as ruas como espaço de moradia e sobrevivência. 


C

Pessoas com deficiência e pessoas idosas, especificamente, que vivenciam situação de vulnerabilidade social pela fragilização de vínculos familiares e sociais.


D

Famílias em situação de calamidade social. 
";2023;CONSULPAM;Prefeitura de Jacareí - SP ; CONSULPAM - 2023 - Prefeitura de Jacareí - SP - Assistente Social
9;Ano: 2023 Banca: VUNESP Órgão: CAMPREV - SP Prova: VUNESP - 2023 - CAMPREV - SP - Assistente Social;Os termos risco e vulnerabilidade social foram introduzidos na Política Nacional de Assistência Social (PNAS), tendo como referência as características e a responsabilização do usuário pela sua condição, reduzindo a competência do Estado na garantia de acesso à política pública, de caráter universal. No entanto, a própria PNAS faz o contraponto a esse entendimento na medida em que é uma política de proteção social que, sob a primazia da responsabilidade do Estado, destina-se à população em situação de vulnerabilidade e risco social decorrentes da pobreza, do não acesso às políticas e;"Alternativas
A
do individualismo humano.
B
da desestruturação familiar.
C
da desigualdade social.
D
da baixa autoestima.
E
do declínio de valores.";2023;VUNESP;CAMPREV - SP ; VUNESP - 2023 - CAMPREV - SP - Assistente Social
