;info;enunciado;options;ano;banca;orgao;prova
0;Ano: 2008 Banca: CESPE / CEBRASPE Órgão: TJ-DFT Prova: CESPE - 2008 - TJ-DFT - Analista Judiciário - Serviço Social;Quando solicitados ao assistente social serviços incompatíveis com suas atribuições, cargos ou funções, este deve realizá-los, de modo a não comprometer as relações institucionais e seu emprego.;"Alternativas
Certo
Errado";2008;CESPE;TJ-DFT ; CESPE - 2008 - TJ-DFT - Analista Judiciário - Serviço Social
1;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;O assistente social que, por qualquer meio, facilitar a coordenação ou a supervisão de atividades na área de serviço social por profissional não inscrito no conselho regional de serviço social (CRESS) comete uma infração à lei, sendo, portanto, passível de penalidade.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
2;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;Nos casos de participação ou conivência de empresas nas infrações à lei por profissionais de serviço social que nelas trabalhem, a penalidade será aplicada somente a tais profissionais, conforme prescreve a legislação que regulamenta a profissão dessa categoria.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
3;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;Alterações no Código de Ética Profissional dos Assistentes Sociais só devem ser realizadas após discussão restrita aos membros efetivos que compõem o CFESS.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
4;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;Os CRESSs, de acordo com competências e atribuições previstas por lei federal, têm o poder de julgar casos e aplicar sanções, quando forem violados, por profissionais de serviço social, os princípios previstos no código de ética da profissão.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
5;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;O assistente social, ao deparar-se com espaço físico inadequado para o exercício de suas atividades profissionais, deve recorrer a instâncias superiores da instituição e, em nenhuma hipótese, poderá extrapolar o âmbito institucional, pois, nesse caso, trata-se de um aspecto ético da relação do profissional com o empregador.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
6;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;No caso de sua demissão ou exoneração, o assistente social deve repassar todo o material técnico - exceto o sigiloso - ao profissional que irá substituí-lo.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
7;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;O referido código, por ter sido elaborado em momento de estagnação do capitalismo, expressa, por meio dos princípios fundamentais, valores como o controle e o imediatismo das ações.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
8;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;Esse código de ética preconiza a garantia dos direitos sociais, a universalidade de acesso aos bens e serviços e a sua gestão democrática. Tais princípios remetem ao enfrentamento das contradições postas à profissão a partir de uma visão crítica fundamentada das derivações ético-políticas do agir profissional.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
9;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: Banco da Amazônia Prova: CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social;Nesse código, considera-se a crítica radical à ordem social vigente, a da sociedade do capital, como um dos elementos constitutivos do projeto ético-político profissional.;"Alternativas
Certo
Errado";2010;CESPE;Banco da Amazônia ; CESPE - 2010 - Banco da Amazônia - Técnico Científico - Serviço Social
